t_ms,roll,pitch,yaw,ax,ay,az
103907,51.655,5.375,36.38,1.71,-1.8,8.135
103914,51.56,5.5,36.38,2.19,-2.27,8.17
103920,51.435,5.78,36.38,2.885,-3.56,8.79
103926,51.31,6.06,36.38,3.58,-4.85,9.41
103932,51.28,6.09,36.315,3.315,-5.49,9.02
103938,51.25,6.12,36.25,3.05,-6.13,8.63
103944,51.19,6.155,36.155,3.465,-6.49,8.705
103950,51.13,6.19,36.06,3.88,-6.85,8.78
103957,51.035,6.155,35.97,4.785,-6.885,8.63
103964,50.94,6.12,35.88,5.69,-6.92,8.48
103970.5,50.845,6.03,35.69,5.46,-6.92,8.11
103977,50.75,5.94,35.5,5.23,-6.92,7.74
103983,50.78,5.905,35.405,4.595,-6.595,7.82
103989,50.81,5.87,35.31,3.96,-6.27,7.9
103995,50.845,5.745,35.22,4.65,-6.025,7.885
104001,50.88,5.62,35.13,5.34,-5.78,7.87
104007.5,50.94,5.53,35.065,5.17,-5.595,8.015
104014,51,5.44,35,5,-5.41,8.16
104020.5,51.28,5.22,34.97,4.325,-5.285,8.135
104027,51.56,5,34.94,3.65,-5.16,8.11
104033,51.72,4.875,34.94,2.805,-4.94,8.51
104039,51.88,4.75,34.94,1.96,-4.72,8.91
104045,51.97,4.56,34.97,1.685,-4.655,9.13
104051,52.06,4.37,35,1.41,-4.59,9.35
104057.5,52.125,4.12,35,1.19,-4.485,9.555
104064,52.19,3.87,35,0.97,-4.38,9.76
104070.5,52.25,3.215,34.97,0.32,-3.87,9.63
104077,52.31,2.56,34.94,-0.33,-3.36,9.5
104083,52.31,2.215,34.97,-0.795,-2.95,9.8
104089,52.31,1.87,35,-1.26,-2.54,10.1
104095,52.25,1.465,35.03,-1.44,-2.335,10.455
104101,52.19,1.06,35.06,-1.62,-2.13,10.81
104107.5,52.065,0.655,35.095,-1.715,-1.84,10.675
104114,51.94,0.25,35.13,-1.81,-1.55,10.54
104120.5,51.5,359.375,35.19,-1.765,-1.385,10.315
104127,51.06,-1.5,35.25,-1.72,-1.22,10.09
104133,50.72,358,35.315,-2.305,-1.33,9.69
104139,50.38,-2.5,35.38,-2.89,-1.44,9.29
104145,49.94,356.905,35.47,-3.25,-1.595,9.17
104151,49.5,-3.69,35.56,-3.61,-1.75,9.05
104169.5,47.125,353.59,36.155,-2.17,-2.185,9.145
104188,44.75,-9.13,36.75,-0.73,-2.62,9.24
104194,44.22,350.31,36.905,-0.42,-2.625,9.74
104200,43.69,-10.25,37.06,-0.11,-2.63,10.24
104207,43.155,349.185,37.22,-0.405,-2.735,10.32
104214,42.62,-11.38,37.38,-0.7,-2.84,10.4
104220,42.06,348.03,37.47,-0.47,-2.57,10.05
104226,41.5,-12.56,37.56,-0.24,-2.3,9.7
104232.5,40.405,346.345,37.78,-0.645,-2.545,9.905
104239,39.31,-14.75,38,-1.05,-2.79,10.11
104245,38.81,344.78,38.095,-1.805,-3.015,9.745
104251,38.31,-15.69,38.19,-2.56,-3.24,9.38
104258,37.75,343.81,38.25,-2.49,-3.09,9.41
104265,37.19,-16.69,38.31,-2.42,-2.94,9.44
104271,36.095,342.375,38.405,-2.09,-3.335,9.535
104277,35,-18.56,38.5,-1.76,-3.73,9.63
104283.5,34.44,341,38.565,-1.845,-3.745,9.63
104290,33.88,-19.44,38.63,-1.93,-3.76,9.63
104296,33.345,340.125,38.69,-2.015,-3.92,9.8
104302,32.81,-20.31,38.75,-2.1,-4.08,9.97
104308.5,32.31,339.315,38.78,-2.135,-4.155,9.765
104315,31.81,-21.06,38.81,-2.17,-4.23,9.56
104321.5,30.875,338.285,38.905,-1.87,-4.6,9.29
104328,29.94,-22.37,39,-1.57,-4.97,9.02
104334,29.5,337.38,39.03,-1.145,-5.215,9.185
104340,29.06,-22.87,39.06,-0.72,-5.46,9.35
104346,28.655,336.94,39.095,0.435,-5.93,9.575
104352,28.25,-23.25,39.13,1.59,-6.4,9.8
104358.5,27.935,336.595,39.19,0.465,-6.37,9.35
104365,27.62,-23.56,39.25,-0.66,-6.34,8.9
104371.5,27.09,336.035,39.28,-0.845,-6.005,9.08
104378,26.56,-24.37,39.31,-1.03,-5.67,9.26
104384,26.28,335.41,39.31,-1.01,-5.595,9
104390,26,-24.81,39.31,-0.99,-5.52,8.74
104396,25.72,335,39.345,-1.165,-5.305,8.74
104402,25.44,-25.19,39.38,-1.34,-5.09,8.74
104409,25.19,334.625,39.41,-1.375,-5.135,8.755
104416,24.94,-25.56,39.44,-1.41,-5.18,8.77
104422,24.375,333.94,39.44,-0.775,-4.425,8.53
104428,23.81,-26.56,39.44,-0.14,-3.67,8.29
104434,23.595,333.25,39.5,-0.3,-3.66,8.275
104440,23.38,-26.94,39.56,-0.46,-3.65,8.26
104446,23.22,332.935,39.595,-0.74,-3.725,8.115
104452,23.06,-27.19,39.63,-1.02,-3.8,7.97
104459,22.905,332.685,39.66,-1.175,-3.82,7.875
104466,22.75,-27.44,39.69,-1.33,-3.84,7.78
104472,22.44,332.28,39.815,-1.86,-4.33,7.83
104478,22.13,-28,39.94,-2.39,-4.82,7.88
104484,21.97,331.81,40,-2.41,-4.775,7.885
104490,21.81,-28.38,40.06,-2.43,-4.73,7.89
104496,21.655,331.465,40.125,-2.575,-4.865,7.975
104502,21.5,-28.69,40.19,-2.72,-5,8.06
104509,21.375,331.155,40.25,-2.81,-5.01,8.08
104516,21.25,-29,40.31,-2.9,-5.02,8.1
104522,21.065,330.78,40.405,-2.6,-4.76,8.075
104528,20.88,-29.44,40.5,-2.3,-4.5,8.05
104534,20.815,330.53,40.565,-2.44,-4.67,7.92
104540,20.75,-29.5,40.63,-2.58,-4.84,7.79
104546,20.75,330.47,40.69,-2.485,-4.975,7.78
104552,20.75,-29.56,40.75,-2.39,-5.11,7.77
104559,20.75,330.44,40.845,-2.62,-5.36,7.815
104566,20.75,-29.56,40.94,-2.85,-5.61,7.86
104572,20.935,330.47,41.155,-3.085,-5.53,7.725
104578,21.12,-29.5,41.37,-3.32,-5.45,7.59
104584.5,21.245,330.565,41.5,-3.88,-5.94,7.79
104591,21.37,-29.37,41.63,-4.44,-6.43,7.99
104597,21.465,330.66,41.755,-4.41,-6.47,8.335
104603,21.56,-29.31,41.88,-4.38,-6.51,8.68
104609.5,21.655,330.66,41.94,-3.62,-6.19,8.33
104616,21.75,-29.37,42,-2.86,-5.87,7.98
104622.5,21.875,330.565,42.155,-2.97,-5.545,8.23
104629,22,-29.5,42.31,-3.08,-5.22,8.48
104635,22.095,330.47,42.375,-3.025,-5.05,8.44
104641,22.19,-29.56,42.44,-2.97,-4.88,8.4
104647,22.315,330.44,42.5,-3.165,-4.49,8.6
104653,22.44,-29.56,42.56,-3.36,-4.1,8.8
104659.5,22.565,330.44,42.625,-3.55,-4.16,8.8
104666,22.69,-29.56,42.69,-3.74,-4.22,8.8
104672.5,22.905,330.5,42.785,-3.985,-4.045,8.645
104679,23.12,-29.44,42.88,-4.23,-3.87,8.49
104685,23.155,330.595,42.91,-4.06,-3.875,8.51
104691,23.19,-29.37,42.94,-3.89,-3.88,8.53
104697,23.22,330.63,43,-3.83,-3.975,8.65
104703,23.25,-29.37,43.06,-3.77,-4.07,8.77
104710,23.25,330.63,43.095,-3.695,-4.2,8.825
104717,23.25,-29.37,43.13,-3.62,-4.33,8.88
104723,23.22,330.5,43.22,-3.465,-4.61,8.765
104729,23.19,-29.63,43.31,-3.31,-4.89,8.65
104735,23.125,330.31,43.345,-3.205,-4.865,8.67
104741,23.06,-29.75,43.38,-3.1,-4.84,8.69
104747,23.03,330.19,43.41,-3.01,-4.88,8.54
104753,23,-29.87,43.44,-2.92,-4.92,8.39
104760,23,330.065,43.47,-2.955,-4.935,8.445
104767,23,-30,43.5,-2.99,-4.95,8.5
104773,23.03,329.97,43.565,-3.365,-5.095,8.585
104779,23.06,-30.06,43.63,-3.74,-5.24,8.67
104785,23.06,329.91,43.63,-3.355,-5.005,8.615
104791,23.06,-30.12,43.63,-2.97,-4.77,8.56
104797,23.09,329.845,43.63,-2.765,-4.575,8.655
104803,23.12,-30.19,43.63,-2.56,-4.38,8.75
104810,23.155,329.81,43.63,-2.595,-4.285,8.79
104817,23.19,-30.19,43.63,-2.63,-4.19,8.83
104823,23.285,329.81,43.66,-2.535,-3.96,8.7
104829,23.38,-30.19,43.69,-2.44,-3.73,8.57
104835.5,23.44,329.81,43.69,-2.555,-3.87,8.605
104842,23.5,-30.19,43.69,-2.67,-4.01,8.64
104848,23.53,329.845,43.69,-2.735,-4.185,8.685
104854,23.56,-30.12,43.69,-2.8,-4.36,8.73
104860.5,23.59,329.88,43.69,-2.665,-4.605,8.68
104867,23.62,-30.12,43.69,-2.53,-4.85,8.63
104873.5,23.655,329.815,43.69,-2.49,-5.23,8.685
104880,23.69,-30.25,43.69,-2.45,-5.61,8.74
104886,23.69,329.72,43.69,-2.24,-5.85,8.865
104892,23.69,-30.31,43.69,-2.03,-6.09,8.99
104898,23.69,329.66,43.66,-1.47,-6.5,9.16
104904,23.69,-30.37,43.63,-0.91,-6.91,9.33
104910.5,23.72,329.595,43.565,-0.865,-6.995,9.345
104917,23.75,-30.44,43.5,-0.82,-7.08,9.36
104923.5,23.905,329.685,43.28,-1.125,-7.14,8.89
104930,24.06,-30.19,43.06,-1.43,-7.2,8.42
104936,24.155,329.935,42.935,-1.635,-7.03,8.61
104942,24.25,-29.94,42.81,-1.84,-6.86,8.8
104948,24.345,330.185,42.655,-2.09,-6.72,8.415
104954,24.44,-29.69,42.5,-2.34,-6.58,8.03
104960.5,24.535,330.405,42.345,-2.51,-6.175,7.705
104967,24.63,-29.5,42.19,-2.68,-5.77,7.38
104973.5,24.875,330.72,41.875,-2.845,-4.615,7.305
104980,25.12,-29.06,41.56,-3.01,-3.46,7.23
104986,25.28,331.095,41.405,-2.98,-2.97,7.405
104992,25.44,-28.75,41.25,-2.95,-2.48,7.58
104998,25.625,331.405,41.125,-2.54,-2.415,7.39
105004,25.81,-28.44,41,-2.13,-2.35,7.2
105011,26.09,331.78,40.875,-2.145,-2.415,7.465
105018,26.37,-28,40.75,-2.16,-2.48,7.73
105024,27.09,332.625,40.595,-1.75,-3.265,8.145
105030,27.81,-26.75,40.44,-1.34,-4.05,8.56
105036,28.215,333.595,40.41,-2.295,-4.365,8.99
105042,28.62,-26.06,40.38,-3.25,-4.68,9.42
105048,29.06,334.285,40.285,-3.42,-4.73,9.55
105054,29.5,-25.37,40.19,-3.59,-4.78,9.68
105061,29.875,334.845,40.095,-3.225,-4.765,9.9
105068,30.25,-24.94,40,-2.86,-4.75,10.12
105074.5,30.905,335.47,39.72,-3.39,-4.435,10.515
105081,31.56,-24.12,39.44,-3.92,-4.12,10.91
105087,31.845,336.065,39.16,-4.105,-3.71,10.945
105093,32.13,-23.75,38.88,-4.29,-3.3,10.98
105099,32.345,336.435,38.535,-4.67,-3.03,10.935
105105,32.56,-23.38,38.19,-5.05,-2.76,10.89
105111.5,32.72,336.81,37.69,-4.665,-2.425,10.895
105118,32.88,-23,37.19,-4.28,-2.09,10.9
105124.5,33.005,337.47,35.815,-4.61,-2.005,10.86
105131,33.13,-22.06,34.44,-4.94,-1.92,10.82
105137,33.065,338.19,33.595,-4.83,-1.94,10.82
105143,33,-21.56,32.75,-4.72,-1.96,10.82
105149,32.845,338.69,31.75,-4.345,-1.595,10.65
105155,32.69,-21.06,30.75,-3.97,-1.23,10.48
105173.5,32.345,340.16,26.31,-3.065,-1.54,9.49
105192,32,-18.62,21.87,-2.16,-1.85,8.5
105198,32.03,341.63,20.81,-2.895,-1.78,7.845
105204,32.06,-18.12,19.75,-3.63,-1.71,7.19
105211,31.965,342.16,19,-3.26,-1.5,8.02
105218,31.87,-17.56,18.25,-2.89,-1.29,8.85
105224.5,31.495,342.69,17.22,-2.465,-1.125,9.875
105231,31.12,-17.06,16.19,-2.04,-0.96,10.9
105237,30.935,342.91,15.785,-1.645,-0.925,10.425
105243,30.75,-17.12,15.38,-1.25,-0.89,9.95
105249,30.53,342.815,15.005,-1.17,-0.805,10.17
105255,30.31,-17.25,14.63,-1.09,-0.72,10.39
105261.5,30.125,342.69,14.255,-0.01,-0.3,8.845
105268,29.94,-17.37,13.88,1.07,0.12,7.3
105274.5,29.845,343.005,13.345,0.215,-0.04,9
105281,29.75,-16.62,12.81,-0.64,-0.2,10.7
105287,29.69,343.785,12.47,-0.175,-0.17,10.53
105293,29.63,-15.81,12.13,0.29,-0.14,10.36
105299,29.535,344.53,11.755,0.79,0.16,9.35
105305,29.44,-15.13,11.38,1.29,0.46,8.34
105312,29.28,345.155,10.97,0.77,0.64,8.32
105319,29.12,-14.56,10.56,0.25,0.82,8.3
105325,28.405,345.345,9.81,0.11,1.12,8.57
105331,27.69,-14.75,9.06,-0.03,1.42,8.84
105337,27.315,345.125,8.72,0.595,1.105,8.47
105343,26.94,-15,8.38,1.22,0.79,8.1
105349,26.565,344.81,8,1.46,1.075,8.035
105355,26.19,-15.38,7.62,1.7,1.36,7.97
105362,25.845,344.53,7.37,1.655,1.57,7.82
105369,25.5,-15.56,7.12,1.61,1.78,7.67
105375,25,344.315,6.81,1.305,2.475,7.53
105381,24.5,-15.81,6.5,1,3.17,7.39
105387,24.28,344,6.375,1.275,3.87,6.725
105393,24.06,-16.19,6.25,1.55,4.57,6.06
105399,23.81,343.655,6.155,0.92,4.08,5.605
105405,23.56,-16.5,6.06,0.29,3.59,5.15
105412,23.31,343.22,6.09,-0.56,3.385,3.77
105419,23.06,-17.06,6.12,-1.41,3.18,2.39
105425.5,22.28,341.91,6.995,-1.38,2.355,7.52
105432,21.5,-19.12,7.87,-1.35,1.53,12.65
105438,20.935,340.345,7.87,-0.39,1.21,10.355
105444,20.37,-20.19,7.87,0.57,0.89,8.06
105450,19.905,339.405,7.59,-0.265,0.585,7.86
105456,19.44,-21,7.31,-1.1,0.28,7.66
105463,19.28,338.815,7.405,-1.995,-0.21,9.815
105470,19.12,-21.37,7.5,-2.89,-0.7,11.97
105476.5,18.685,338.345,7.905,-2.365,0.07,10.84
105483,18.25,-21.94,8.31,-1.84,0.84,9.71
105489,17.78,337.78,8.155,-2.275,0.915,8.485
105495,17.31,-22.5,8,-2.71,0.99,7.26
105501,16.84,337.155,7.72,-2.635,0.63,7.235
105507,16.37,-23.19,7.44,-2.56,0.27,7.21
105513.5,15.935,336.5,7.28,-2.225,0.23,8.325
105520,15.5,-23.81,7.12,-1.89,0.19,9.44
105526.5,14.78,335.78,6.905,-1.735,0.355,9.085
105533,14.06,-24.63,6.69,-1.58,0.52,8.73
105539,13.905,335.34,6.625,-1.895,0.39,8.77
105545,13.75,-24.69,6.56,-2.21,0.26,8.81
105551,13.655,335.375,6.53,-1.675,0.1,9.52
105557,13.56,-24.56,6.5,-1.14,-0.06,10.23
105563.5,13.5,335.5,6.5,-0.715,-0.13,10.05
105570,13.44,-24.44,6.5,-0.29,-0.2,9.87
105576.5,13.345,335.595,6.375,1.81,-0.405,9.445
105583,13.25,-24.37,6.25,3.91,-0.61,9.02
105589,13.22,335.66,6.25,4.535,-0.955,9.475
105595,13.19,-24.31,6.25,5.16,-1.3,9.93
105601,13.22,335.66,6.31,5.46,-1.425,10.23
105607,13.25,-24.37,6.37,5.76,-1.55,10.53
105613.5,13.345,335.565,6.465,5.76,-1.65,10.495
105620,13.44,-24.5,6.56,5.76,-1.75,10.46
105626.5,13.625,335.03,6.56,4.225,-1.935,10.47
105633,13.81,-25.44,6.56,2.69,-2.12,10.48
105639,13.875,334.25,6.405,2.79,-1.83,10.22
105645,13.94,-26.06,6.25,2.89,-1.54,9.96
105651,14,333.625,6,2.8,-0.99,9.71
105657,14.06,-26.69,5.75,2.71,-0.44,9.46
105663.5,14.155,332.97,5.5,2.56,-0.19,8.92
105670,14.25,-27.37,5.25,2.41,0.06,8.38
105676.5,14.53,331.845,4.75,1.325,0.97,7.745
105683,14.81,-28.94,4.25,0.24,1.88,7.11
105689,14.935,330.595,4.06,-0.935,2.315,6.245
105695,15.06,-29.87,3.87,-2.11,2.75,5.38
105701,15.155,329.595,3.715,-2.43,2.59,5.685
105707,15.25,-30.94,3.56,-2.75,2.43,5.99
105713.5,15.315,328.53,3.5,-4.07,2.255,6.48
105720,15.38,-32,3.44,-5.39,2.08,6.97
105726.5,15.315,327.03,3.25,-5.41,2.53,6.92
105733,15.25,-33.94,3.06,-5.43,2.98,6.87
105739,15.155,325.655,2.905,-6.075,3.325,6.92
105745,15.06,-34.75,2.75,-6.72,3.67,6.97
105751,15.06,324.935,2.655,-7.1,3.625,7.175
105757,15.06,-35.38,2.56,-7.48,3.58,7.38
105763.5,15.06,324.34,2.53,-6.98,3.715,7.405
105770,15.06,-35.94,2.5,-6.48,3.85,7.43
105776.5,15.095,323.685,2.435,-6.545,3.79,7.365
105783,15.13,-36.69,2.37,-6.61,3.73,7.3
105789,15.13,323.125,2.405,-6.435,3.82,7.105
105795,15.13,-37.06,2.44,-6.26,3.91,6.91
105801,15.16,322.78,2.53,-5.755,3.395,6.765
105807,15.19,-37.38,2.62,-5.25,2.88,6.62
105813.5,15.16,322.465,2.745,-5.325,1.91,7.7
105820,15.13,-37.69,2.87,-5.4,0.94,8.78
105826.5,14.815,322,2.995,-3.7,-0.145,9
105833,14.5,-38.31,3.12,-2,-1.23,9.22
105839,14.315,321.595,3.09,-1.565,-1.09,9.57
105845,14.13,-38.5,3.06,-1.13,-0.95,9.92
105851,14.005,321.47,3.09,-0.805,-1.17,9.81
105857,13.88,-38.56,3.12,-0.48,-1.39,9.7
105864,13.845,321.47,3.155,0.145,-1.74,10
105871,13.81,-38.5,3.19,0.77,-2.09,10.3
105877,13.97,321.53,3.405,0.765,-1.825,10.085
105883,14.13,-38.44,3.62,0.76,-1.56,9.87
105889,14.315,321.56,3.745,0.22,-1.6,9.74
105895,14.5,-38.44,3.87,-0.32,-1.64,9.61
105901,14.685,321.53,3.935,0.075,-0.945,8.865
105907,14.87,-38.5,4,0.47,-0.25,8.12
105914,15,321.405,3.935,0,-0.035,7.48
105921,15.13,-38.69,3.87,-0.47,0.18,6.84
105927,15.285,320.935,3.59,-0.33,0.655,6.925
105933,15.44,-39.44,3.31,-0.19,1.13,7.01
105939,15.44,320.28,3.215,-1.6,0.58,6.96
105945,15.44,-40,3.12,-3.01,0.03,6.91
105951,15.565,319.75,3.12,-2.885,0.165,7.07
105957,15.69,-40.5,3.12,-2.76,0.3,7.23
105964,15.75,319.185,3.09,-2.87,1.035,7.025
105971,15.81,-41.13,3.06,-2.98,1.77,6.82
105977,15.875,318.215,2.905,-4.615,2.165,7.14
105983,15.94,-42.44,2.75,-6.25,2.56,7.46
105989.5,15.97,317.28,2.75,-6.235,2.625,7.405
105996,16,-43,2.75,-6.22,2.69,7.35
106002,16.03,316.75,2.78,-6.32,2.645,7.365
106008,16.06,-43.5,2.81,-6.42,2.6,7.38
106014.5,16.09,316.25,2.84,-6.565,2.645,7.42
106021,16.12,-44,2.87,-6.71,2.69,7.46
106027.5,16.155,315.56,2.995,-6.46,2.65,7.44
106034,16.19,-44.88,3.12,-6.21,2.61,7.42
106040,16.19,314.935,3.185,-6.025,2.705,7.23
106046,16.19,-45.25,3.25,-5.84,2.8,7.04
106052,16.22,314.685,3.375,-5.85,2.535,6.99
106058,16.25,-45.38,3.5,-5.86,2.27,6.94
106065,16.25,314.56,3.655,-5.78,1.99,7.16
106072,16.25,-45.5,3.81,-5.7,1.71,7.38
106078,16.155,314.56,4.185,-5.185,0.885,8.375
106084,16.06,-45.38,4.56,-4.67,0.06,9.37
106090,16.03,314.655,4.685,-4.435,-0.13,9.51
106096,16,-45.31,4.81,-4.2,-0.32,9.65
106102,15.94,314.69,4.905,-3.955,-0.475,9.72
106108,15.88,-45.31,5,-3.71,-0.63,9.79
106115,15.815,314.655,5.095,-3.415,-0.885,9.975
106122,15.75,-45.38,5.19,-3.12,-1.14,10.16
106128,15.625,314.53,5.125,-3.34,-1.22,9.805
106134,15.5,-45.56,5.06,-3.56,-1.3,9.45
106140,15.44,314.375,5,-3.445,-1.07,9.26
106146,15.38,-45.69,4.94,-3.33,-0.84,9.07
106152,15.345,314.215,4.94,-3.42,-0.675,8.97
106158,15.31,-45.88,4.94,-3.51,-0.51,8.87
106176.5,15.09,313.745,4.72,-4.83,0.445,8.56
106195,14.87,-46.63,4.5,-6.15,1.4,8.25
106201,14.81,313.28,4.375,-6.155,1.74,7.84
106207,14.75,-46.81,4.25,-6.16,2.08,7.43
106214,14.69,313.095,4.125,-6.15,2.32,7.15
106221,14.63,-47,4,-6.14,2.56,6.87
106227,14.535,312.905,3.875,-6.455,2.37,6.83
106233,14.44,-47.19,3.75,-6.77,2.18,6.79
106239.5,14.19,312.685,3.47,-6.68,2.14,6.93
106246,13.94,-47.44,3.19,-6.59,2.1,7.07
106252,13.75,312.53,3.03,-6.565,1.92,7.21
106258,13.56,-47.5,2.87,-6.54,1.74,7.35
106265,13.375,312.47,2.685,-6.53,1.75,7.415
106272,13.19,-47.56,2.5,-6.52,1.76,7.48
106278,12.75,312.315,1.97,-6.165,1.72,7.555
106284,12.31,-47.81,1.44,-5.81,1.68,7.63
106290.5,12.095,312.155,1.22,-5.595,1.495,7.765
106297,11.88,-47.88,1,-5.38,1.31,7.9
106303,11.69,312.09,0.81,-4.92,1.03,8.205
106309,11.5,-47.94,0.62,-4.46,0.75,8.51
106315.5,11.31,312.06,0.405,-4.215,0.725,8.575
106322,11.12,-47.94,0.19,-3.97,0.7,8.64
106328.5,10.75,312.03,359.875,-3.705,0.695,8.62
106335,10.38,-48,-0.44,-3.44,0.69,8.6
106341,10.255,311.935,359.375,-3.24,0.745,8.57
106347,10.13,-48.13,-0.81,-3.04,0.8,8.54
106353,10.005,311.81,359.065,-3.04,0.75,8.285
106359,9.88,-48.25,-1.06,-3.04,0.7,8.03
106365.5,9.785,311.685,358.815,-2.88,0.74,8.005
106372,9.69,-48.38,-1.31,-2.72,0.78,7.98
106378.5,9.47,311.435,358.47,-2.81,0.675,8.155
106385,9.25,-48.75,-1.75,-2.9,0.57,8.33
106391,9.155,311.155,358.155,-3.145,1.005,8.23
106397,9.06,-48.94,-1.94,-3.39,1.44,8.13
106403,8.97,311,357.935,-3.9,1.665,8.08
106409,8.88,-49.06,-2.19,-4.41,1.89,8.03
106416,8.755,310.905,357.685,-4.665,0.86,8.1
106423,8.63,-49.13,-2.44,-4.92,-0.17,8.17
106429,8.47,310.87,357.28,-4.975,0.765,7.795
106435,8.31,-49.13,-3,-5.03,1.7,7.42
106441,8.22,310.87,356.845,-5.54,1.65,7.235
106447,8.13,-49.13,-3.31,-6.05,1.6,7.05
106453,8.065,310.905,356.595,-5.655,1.175,7.065
106459,8,-49.06,-3.5,-5.26,0.75,7.08
106466,7.935,311,356.44,-5.045,0.9,7.075
106473,7.87,-48.94,-3.62,-4.83,1.05,7.07
106479,7.84,311.25,356.345,-4.54,0.53,7.585
106485,7.81,-48.56,-3.69,-4.25,0.01,8.1
106491,7.84,311.565,356.31,-3.815,0.165,7.92
106497,7.87,-48.31,-3.69,-3.38,0.32,7.74
106503,7.965,311.78,356.375,-3.685,0.835,7.385
106509,8.06,-48.13,-3.56,-3.99,1.35,7.03
106516,8.125,311.965,356.47,-4.32,1.39,7.05
106523,8.19,-47.94,-3.5,-4.65,1.43,7.07
106529.5,8.345,312.185,356.53,-4.09,0.765,7.415
106536,8.5,-47.69,-3.44,-3.53,0.1,7.76
106542,8.53,312.375,356.53,-3.805,0.58,7.555
106548,8.56,-47.56,-3.5,-4.08,1.06,7.35
106554,8.625,312.47,356.47,-4.49,1.665,6.925
106560,8.69,-47.5,-3.56,-4.9,2.27,6.5
106566.5,8.75,312.53,356.44,-5.01,2.005,6.7
106573,8.81,-47.44,-3.56,-5.12,1.74,6.9
106579.5,9,312.655,356.375,-4.735,1.805,7.04
106586,9.19,-47.25,-3.69,-4.35,1.87,7.18
106592,9.285,312.81,356.31,-5.045,2.585,6.675
106598,9.38,-47.13,-3.69,-5.74,3.3,6.17
106604,9.47,312.905,356.28,-6.17,3.545,6.015
106610,9.56,-47.06,-3.75,-6.6,3.79,5.86
106616.5,9.625,313,356.19,-6.85,3.84,5.53
106623,9.69,-46.94,-3.87,-7.1,3.89,5.2
106629.5,9.785,313.215,356.095,-6.985,3.915,5.19
106636,9.88,-46.63,-3.94,-6.87,3.94,5.18
106642,9.88,313.5,356.095,-7.095,4.245,5.09
106648,9.88,-46.37,-3.87,-7.32,4.55,5
106654,9.845,313.75,356.13,-7.945,4.78,4.97
106660,9.81,-46.13,-3.87,-8.57,5.01,4.94
106666.5,9.655,313.935,356.065,-7.885,4.575,5.515
106673,9.5,-46,-4,-7.2,4.14,6.09
106679.5,9.25,314.125,355.905,-5.595,3.045,7.105
106686,9,-45.75,-4.19,-3.99,1.95,8.12
106692,9.03,314.405,355.875,-2.43,0.495,9.44
106698,9.06,-45.44,-4.06,-0.87,-0.96,10.76
106704,9.31,314.75,356.095,1.665,-3.08,12.075
106710,9.56,-45.06,-3.75,4.2,-5.2,13.39
106717,9.81,315.095,356.25,3.275,-4.44,12.045
106724,10.06,-44.75,-3.75,2.35,-3.68,10.7
106730,10.06,315.31,356,0.73,-1.51,9.67
106736,10.06,-44.63,-4.25,-0.89,0.66,8.64
106742,10.03,315.405,355.72,-0.735,1.065,8.61
106748,10,-44.56,-4.31,-0.58,1.47,8.58
106754,10.065,315.44,355.69,-0.545,1.345,8.975
106760,10.13,-44.56,-4.31,-0.51,1.22,9.37
106767,10.285,315.47,355.69,-0.615,0.875,9.625
106774,10.44,-44.5,-4.31,-0.72,0.53,9.88
106780,10.875,315.435,355.69,-2.21,1.515,8.83
106786,11.31,-44.63,-4.31,-3.7,2.5,7.78
106792,11.5,315.28,355.625,-4.255,2.905,7.265
106798,11.69,-44.81,-4.44,-4.81,3.31,6.75
106804,11.845,315.065,355.5,-5.055,2.955,6.95
106810,12,-45.06,-4.56,-5.3,2.6,7.15
106817,12.125,314.845,355.345,-5.29,2.815,6.92
106824,12.25,-45.25,-4.75,-5.28,3.03,6.69
106830.5,12.565,314.685,355.25,-5.935,3.94,6.175
106837,12.88,-45.38,-4.75,-6.59,4.85,5.66
106843,13.005,314.655,355.28,-7.33,4.405,5.925
106849,13.13,-45.31,-4.69,-8.07,3.96,6.19
106855,13.22,314.69,355.31,-8.14,4.045,6.125
106861,13.31,-45.31,-4.69,-8.21,4.13,6.06
106867.5,13.375,314.72,355.345,-8.3,4.66,5.76
106874,13.44,-45.25,-4.62,-8.39,5.19,5.46
106880.5,13.595,315.06,355.63,-8.38,5.435,5.035
106887,13.75,-44.63,-4.12,-8.37,5.68,4.61
106893,13.815,315.59,356.035,-7.945,4.89,5.19
106899,13.88,-44.19,-3.81,-7.52,4.1,5.77
106905,13.845,316,356.345,-7.14,3.945,5.78
106911,13.81,-43.81,-3.5,-6.76,3.79,5.79
106917.5,13.715,316.375,356.655,-6.065,3.765,6.1
106924,13.62,-43.44,-3.19,-5.37,3.74,6.41
106930.5,13.375,316.84,357.125,-4.2,2.26,7.475
106937,13.13,-42.88,-2.56,-3.03,0.78,8.54
106943,13.035,317.28,357.625,-2.32,0.255,8.69
106949,12.94,-42.56,-2.19,-1.61,-0.27,8.84
106955,12.94,317.655,358.03,0.72,-1.755,10.575
106961,12.94,-42.13,-1.75,3.05,-3.24,12.31
106968,13.035,318.12,358.47,2.995,-3.275,12.275
106975,13.13,-41.63,-1.31,2.94,-3.31,12.24
106981,13.285,318.655,358.94,2.56,-2.305,11.45
106987,13.44,-41.06,-0.81,2.18,-1.3,10.66
106993,13.44,318.905,359.22,1.61,-1.095,10.36
106999,13.44,-41.13,-0.75,1.04,-0.89,10.06
107005,13.5,318.81,359.28,0.945,-1.265,10.26
